# À arbitrer (deux IDs)
ascenseurs.ts	ascenseur-examen-annuel-securite	Arrêté du 18 novembre 2004 (entretien), annexe — opérations annuelles	JORFTEXT000000254219	JORFTEXT000000449641	main = valeur PRÉ-AUDIT
ascenseurs.ts	ascenseur-controle-technique-quinquennal	CCH, art. R. 134-11 à R. 134-13 (ex R. 125-2-4 et s.)	LEGIARTI000043818747	LEGITEXT000006074096	main = valeur PRÉ-AUDIT
ascenseurs.ts	ascenseur-controle-technique-quinquennal	Arrêté du 7 août 2012 relatif aux contrôles techniques à réaliser dans les installations d'ascenseurs	JORFTEXT000026286347	JORFTEXT000019312977	main = valeur PRÉ-AUDIT
ascenseurs.ts	ascenseur-carnet-entretien	CCH, art. R. 134-7 et R. 134-10 (carnet d'entretien)	LEGISCTA000043818735	LEGITEXT000006074096	main = valeur PRÉ-AUDIT
cuisson-hotte.ts	cuisson-erp-verification-initiale	Arrêté du 25 juin 1980, art. GC 22 § 1 (vérification dans les conditions de la section II du chapitre Ier)	JORFTEXT000000290033	LEGITEXT000020303557	main = valeur PRÉ-AUDIT
cuisson-hotte.ts	cuisson-erp-appareils-annuelle	Arrêté du 25 juin 1980, art. GC 22	JORFTEXT000000290033	LEGITEXT000020303557	main = valeur PRÉ-AUDIT
cuisson-hotte.ts	cuisson-gaz-installations-triennale	Arrêté du 22 juin 1990 (ERP 5ᵉ catégorie), art. PE 4 § 2, rédaction de l'arrêté du 1er décembre 2025	JORFTEXT000000290033	LEGITEXT000020303557	main = valeur PRÉ-AUDIT
cuisson-hotte.ts	cuisson-erp-circuits-extraction-nettoyage	Arrêté du 25 juin 1980, art. GC 21 (ramonage annuel des conduits) et GC 20	JORFTEXT000000290033	LEGITEXT000020303557	main = valeur PRÉ-AUDIT
cuisson-hotte.ts	cuisson-erp-extinction-automatique-annuelle	Arrêté du 25 juin 1980, art. GC 22 (vérifications techniques annuelles)	JORFTEXT000000290033	LEGITEXT000020303557	main = valeur PRÉ-AUDIT
electricite.ts	elec-travail-mise-en-service	R. 4226-14	LEGIARTI000022765072	LEGIARTI000025809999	main = valeur PRÉ-AUDIT
electricite.ts	elec-travail-mise-en-service	Arrêté du 26 décembre 2011 (vérifications des installations électriques), art. 3 à 5	JORFTEXT000025046978	JORFTEXT000025115666	main = valeur PRÉ-AUDIT
electricite.ts	elec-travail-periodique-annuelle	R. 4226-16	LEGIARTI000022765070	LEGIARTI000025810013	main = valeur PRÉ-AUDIT
electricite.ts	elec-travail-periodique-annuelle	Arrêté du 26 décembre 2011 (vérifications des installations électriques), art. 1 et 2	JORFTEXT000025046978	JORFTEXT000025115666	main = valeur PRÉ-AUDIT
electricite.ts	elec-travail-consignation-registre	L. 4711-5	LEGIARTI000006903389	LEGIARTI000025810023	main = valeur NEUVE (à instruire)
electricite.ts	elec-travail-consignation-registre	R. 4226-19	LEGIARTI000022765064	LEGIARTI000006903389	main = valeur NEUVE (à instruire)
electricite.ts	elec-travail-habilitation-personnel	R. 4544-9 à R. 4544-11	LEGIARTI000022849102	LEGITEXT000006072050	main = valeur PRÉ-AUDIT
electricite.ts	elec-erp-mise-en-service	Arrêté du 25 juin 1980, art. GE 6 à GE 8 (vérifications par organismes agréés, rapport RVRAT)	JORFTEXT000000290033	LEGITEXT000020303557	main = valeur PRÉ-AUDIT
electricite.ts	elec-erp-cat1-4-annuelle	Arrêté du 25 juin 1980, art. EL 19 § 1 et § 2	LEGIARTI000021231068	LEGITEXT000020303557	main = valeur PRÉ-AUDIT
electricite.ts	elec-erp-cat5-quinquennale	Arrêté du 22 juin 1990 (ERP 5ᵉ catégorie), art. PE 4 § 2, rédaction de l'arrêté du 1er décembre 2025	JORFTEXT000000290033	JORFTEXT000000171201	main = valeur PRÉ-AUDIT
electricite.ts	elec-erp-groupe-electrogene-annuel	Arrêté du 25 juin 1980, art. EL 18 § 4 (entretien et essais des groupes électrogènes de sécurité)	LEGIARTI000038485456	LEGITEXT000020303557	main = valeur PRÉ-AUDIT
electricite.ts	elec-igh-annuelle	Arrêté du 30 décembre 2011 (règlement IGH), art. GH 5 (vérifications techniques par organismes agréés)	LEGIARTI000025169258	JORFTEXT000025118025	main = valeur PRÉ-AUDIT
equipement-sous-pression.ts	esp-declaration-mise-en-service	Arrêté du 20 novembre 2017 (suivi en service des ESP), art. 7 à 11	JORFTEXT000036128632	JORFTEXT000036061986	main = valeur PRÉ-AUDIT
equipement-sous-pression.ts	esp-inspection-periodique	Arrêté du 20 novembre 2017 (suivi en service des ESP), art. 15	JORFTEXT000036128632	JORFTEXT000036061986	main = valeur PRÉ-AUDIT
equipement-sous-pression.ts	esp-requalification-decennale	Arrêté du 20 novembre 2017 (suivi en service des ESP), art. 18 et 19	JORFTEXT000036128632	JORFTEXT000036061986	main = valeur PRÉ-AUDIT
equipement-sous-pression.ts	esp-dossier-suivi	Arrêté du 20 novembre 2017 (suivi en service des ESP), art. 6 (dossier d'exploitation)	JORFTEXT000036128632	JORFTEXT000036061986	main = valeur PRÉ-AUDIT
equipement-sous-pression.ts	esp-intervention-reparation	Arrêté du 20 novembre 2017 (suivi en service des ESP), art. 26 à 28	JORFTEXT000036128632	JORFTEXT000036061986	main = valeur PRÉ-AUDIT
incendie.ts	incendie-travail-moyens-lutte	R. 4227-28	LEGIARTI000018532081	LEGIARTI000018531783	main = valeur PRÉ-AUDIT
incendie.ts	incendie-travail-moyens-lutte	R. 4227-29	LEGITEXT000006072050	LEGIARTI000018531785	main = valeur PRÉ-AUDIT
incendie.ts	incendie-travail-consigne-affichee	R. 4227-37 et R. 4227-38	LEGIARTI000024769379	LEGIARTI000018531801	main = valeur PRÉ-AUDIT
incendie.ts	incendie-travail-exercice-semestriel	R. 4227-39	LEGIARTI000024769386	LEGIARTI000018531805	main = valeur PRÉ-AUDIT
incendie.ts	incendie-registre-securite	L. 4711-5	LEGIARTI000006903389	LEGIARTI000024769386	main = valeur NEUVE (à instruire)
incendie.ts	incendie-registre-securite	CCH, art. R. 143-44 (ex R. 123-51) — ERP	LEGIARTI000043819037	LEGIARTI000006903389	main = valeur NEUVE (à instruire)
incendie.ts	incendie-registre-securite	CCH, art. R. 146-35 (ex R. 122-29) — IGH	LEGIARTI000043819153	LEGIARTI000044276935	main = valeur NEUVE (à instruire)
incendie.ts	incendie-erp-extincteurs-annuelle	Arrêté du 25 juin 1980, art. MS 73 § 2	LEGIARTI000020317755	LEGITEXT000020303557	main = valeur PRÉ-AUDIT
incendie.ts	incendie-erp-ssi-annuelle	Arrêté du 25 juin 1980, art. MS 73 § 2 (vérification annuelle)	LEGIARTI000020317755	LEGITEXT000020303557	main = valeur PRÉ-AUDIT
incendie.ts	incendie-erp-ssi-triennale	Arrêté du 25 juin 1980, art. MS 73 § 2 (vérification triennale par organisme agréé des SSI de catégorie A ou B)	LEGIARTI000020317755	LEGITEXT000020303557	main = valeur PRÉ-AUDIT
incendie.ts	incendie-erp-baes-annuelle	Arrêté du 25 juin 1980, art. EC 15 (vérification dans les conditions de l'art. EL 19)	JORFTEXT000000290033	LEGIARTI000020317463	main = valeur NEUVE (à instruire)
incendie.ts	incendie-erp-baes-annuelle	Arrêté du 25 juin 1980, art. EC 13 et EC 14 (entretien et essais périodiques par l'exploitant)	JORFTEXT000000290033	LEGIARTI000021231068	main = valeur NEUVE (à instruire)
incendie.ts	incendie-erp-ria-annuelle	Arrêté du 25 juin 1980, art. MS 73 (appareils et installations fixes)	LEGIARTI000020317755	LEGITEXT000020303557	main = valeur PRÉ-AUDIT
incendie.ts	incendie-erp-5-visite-commission	CCH, art. R. 143-34 (ex R. 123-48)	LEGIARTI000052644979	LEGIARTI000044276929	main = valeur PRÉ-AUDIT
incendie.ts	incendie-igh-moyens-secours-annuelle	Arrêté du 30 décembre 2011 (règlement IGH), art. GH 5 (vérifications techniques par organismes agréés)	LEGIARTI000025169258	JORFTEXT000025118025	main = valeur PRÉ-AUDIT
levage.ts	levage-examen-adequation-mise-en-service	Arrêté du 1er mars 2004, art. 5 (examen d'adéquation et de montage) et art. 12 à 15	JORFTEXT000000439029	LEGIARTI000018531483	main = valeur PRÉ-AUDIT
levage.ts	levage-examen-adequation-mise-en-service	R. 4323-22	LEGIARTI000018531483	JORFTEXT000000249655	main = valeur PRÉ-AUDIT
levage.ts	levage-epreuve-initiale-fonctionnement	Arrêté du 1er mars 2004, art. 6, 10 et 11 (essai de fonctionnement, épreuves statique et dynamique)	JORFTEXT000000439029	LEGIARTI000018490949	main = valeur PRÉ-AUDIT
levage.ts	levage-epreuve-initiale-fonctionnement	R. 4323-22	LEGIARTI000018531483	JORFTEXT000000249655	main = valeur PRÉ-AUDIT
levage.ts	levage-vgp-annuelle-charges	R. 4323-23 et R. 4323-24	LEGIARTI000018531479	LEGIARTI000018490945	main = valeur PRÉ-AUDIT
levage.ts	levage-vgp-annuelle-charges	Arrêté du 1er mars 2004, art. 22 et 23 (périodicité de 12 mois)	LEGIARTI000006680469	JORFTEXT000000249655	main = valeur PRÉ-AUDIT
levage.ts	levage-vgp-semestrielle-personnes	Arrêté du 1er mars 2004, art. 23 (périodicité de 6 mois pour les appareils servant au transport de personnes ou à l'élévation d'un poste de travail)	LEGIARTI000006680469	LEGIARTI000018490945	main = valeur PRÉ-AUDIT
levage.ts	levage-vgp-semestrielle-personnes	R. 4323-23	LEGIARTI000018531479	JORFTEXT000000251000	main = valeur PRÉ-AUDIT
levage.ts	levage-vgp-accessoires-annuelle	Arrêté du 1er mars 2004, art. 24 (vérification périodique des accessoires)	JORFTEXT000000439029	LEGIARTI000018490945	main = valeur PRÉ-AUDIT
levage.ts	levage-vgp-accessoires-annuelle	R. 4323-23	LEGIARTI000018531479	JORFTEXT000000249655	main = valeur PRÉ-AUDIT
levage.ts	levage-examen-etat-conservation	Arrêté du 1er mars 2004, art. 9 (examen de l'état de conservation) et art. 22	JORFTEXT000000439029	LEGIARTI000018490953	main = valeur PRÉ-AUDIT
levage.ts	levage-remise-en-service-apres-reparation	R. 4323-28	LEGIARTI000018531467	LEGIARTI000018490955	main = valeur PRÉ-AUDIT
levage.ts	levage-remise-en-service-apres-reparation	Arrêté du 1er mars 2004, art. 18 à 21 (remise en service)	JORFTEXT000000439029	JORFTEXT000000249655	main = valeur PRÉ-AUDIT
levage.ts	levage-registre-securite-consignation	L. 4711-5, R. 4323-25 et R. 4323-26	LEGITEXT000006072050	LEGIARTI000018531475	main = valeur NEUVE (à instruire)
levage.ts	levage-registre-securite-consignation	Arrêté du 2 mars 2004 relatif au carnet de maintenance des appareils de levage	LEGITEXT000005765633	LEGIARTI000018531473	main = valeur NEUVE (à instruire)
portes-portails.ts	porte-auto-verification-initiale	Arrêté du 21 décembre 1993 (portes et portails automatiques), art. 2 à 4 (installations neuves)	LEGITEXT000006082855	JORFTEXT000000535617	main = valeur PRÉ-AUDIT
portes-portails.ts	porte-auto-verification-semestrielle	Arrêté du 21 décembre 1993 (portes et portails automatiques), art. 9	LEGIARTI000006679563	JORFTEXT000000535617	main = valeur PRÉ-AUDIT
portes-portails.ts	porte-auto-dossier-maintenance	Arrêté du 21 décembre 1993 (portes et portails automatiques), art. 8 et 9 (livret d'entretien)	LEGIARTI000006679563	JORFTEXT000000535617	main = valeur PRÉ-AUDIT
portes-portails.ts	porte-auto-dossier-maintenance	R. 4224-17	LEGIARTI000018532197	LEGIARTI000018488911	main = valeur PRÉ-AUDIT
portes-portails.ts	porte-auto-maintien-en-etat	R. 4224-12 et R. 4224-13	LEGIARTI000018532211	LEGIARTI000018488911	main = valeur PRÉ-AUDIT
portes-portails.ts	porte-auto-portail-piete-coulissant	Arrêté du 21 décembre 1993 (portes et portails automatiques), art. 2 et 5 (passages de véhicules)	LEGITEXT000006082855	JORFTEXT000000535617	main = valeur PRÉ-AUDIT
stockage-dangereux.ts	stockage-dangereux-retention	R. 4412-11 (procédures de stockage sûres des agents chimiques dangereux)	LEGIARTI000018530929	JORFTEXT000022973321	main = valeur PRÉ-AUDIT
stockage-dangereux.ts	stockage-dangereux-verification-etancheite	R. 4412-11 (entretien régulier des équipements de stockage)	LEGIARTI000018530929	JORFTEXT000022973321	main = valeur PRÉ-AUDIT
stockage-dangereux.ts	stockage-dangereux-ventilation-locaux	R. 4222-20	LEGIARTI000018532294	LEGIARTI000018490423	main = valeur PRÉ-AUDIT
stockage-dangereux.ts	stockage-dangereux-ventilation-locaux	Arrêté du 8 octobre 1987, art. 4 (locaux à pollution spécifique)	LEGIARTI000006678611	JORFTEXT000022973321	main = valeur PRÉ-AUDIT
stockage-dangereux.ts	stockage-dangereux-fiches-donnees	R. 4412-38 (accès des travailleurs aux fiches de données de sécurité)	LEGIARTI000036483735	LEGIARTI000018490855	main = valeur PRÉ-AUDIT
stockage-dangereux.ts	stockage-dangereux-formation-personnel	R. 4412-38 (agents chimiques dangereux)	LEGIARTI000036483735	LEGITEXT000006072050	main = valeur PRÉ-AUDIT

# Ajouts branche
aeration.ts	aeration-erp-chauffage-ventilation-annuelle	Arrêté du 25 juin 1980, art. CH 57 (entretien, ramonage annuel des conduits de fumée)	JORFTEXT000000290033		main = valeur NEUVE (à instruire)
ascenseurs.ts	ascenseur-examen-semestriel-secours	Arrêté du 18 novembre 2004 (entretien), annexe — opérations semestrielles	JORFTEXT000000254219		main = valeur NEUVE (à instruire)
ascenseurs.ts	ascenseur-examen-annuel-securite	CCH, art. R. 134-6 (vérification annuelle des parachutes)	LEGIARTI000043818737		main = valeur NEUVE (à instruire)
cuisson-hotte.ts	cuisson-erp-verification-initiale	Arrêté du 25 juin 1980, art. GE 6 à GE 8 (vérifications par organismes agréés)	JORFTEXT000000290033		main = valeur NEUVE (à instruire)
cuisson-hotte.ts	cuisson-gaz-installations-triennale	Arrêté du 1er décembre 2025 modifiant le règlement de sécurité ERP (applicable au 1er juillet 2026)	JORFTEXT000053020948		main = valeur NEUVE (à instruire)
electricite.ts	elec-erp-mise-en-service	Arrêté du 25 juin 1980, art. EL 19 § 2 (installations neuves ou modifiées)	LEGIARTI000021231068		main = valeur NEUVE (à instruire)
electricite.ts	elec-erp-cat5-quinquennale	Arrêté du 1er décembre 2025 modifiant le règlement de sécurité ERP (applicable au 1er juillet 2026)	JORFTEXT000053020948		main = valeur NEUVE (à instruire)
electricite.ts	elec-erp-groupe-electrogene-annuel	Arrêté du 25 juin 1980, art. EL 19 (vérification annuelle)	LEGIARTI000021231068		main = valeur NEUVE (à instruire)
incendie.ts	incendie-travail-exercice-semestriel	R. 4227-34	LEGIARTI000018532067		main = valeur NEUVE (à instruire)
levage.ts	levage-examen-etat-conservation	R. 4323-23	LEGIARTI000018531479		main = valeur NEUVE (à instruire)
portes-portails.ts	porte-auto-verification-initiale	R. 4224-13	LEGIARTI000018532211		main = valeur NEUVE (à instruire)
portes-portails.ts	porte-auto-maintien-en-etat	R. 4224-17	LEGIARTI000018532197		main = valeur NEUVE (à instruire)
stockage-dangereux.ts	stockage-dangereux-retention	Arrêté du 1er juin 2015 (rubriques 4331/4734, enregistrement), art. 22 — valeurs de rétention, opposables uniquement sous ce régime ICPE	LEGIARTI000044166790		main = valeur NEUVE (à instruire)
stockage-dangereux.ts	stockage-dangereux-formation-personnel	R. 4412-87 (agents CMR uniquement)	LEGIARTI000036483731		main = valeur NEUVE (à instruire)

# Ajouts main
incendie.ts	incendie-registre-securite	CCH, art. R. 146-21 (ex R. 122-29) — IGH		LEGIARTI000044276958	main = valeur NEUVE (à instruire)
incendie.ts	incendie-erp-ssi-annuelle	Arrêté du 2 mai 2005 (SSI)		JORFTEXT000000809625	main = valeur PRÉ-AUDIT
levage.ts	levage-registre-securite-consignation	R. 4323-27		LEGIARTI000018531471	main = valeur NEUVE (à instruire)
